DATAFLOW,LAST UPDATE,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,France,2017,143258.874,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,France,2018,141360.376,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,France,2019,140147.186,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,France,2020,128391.498,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,France,2021,140265.278,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,France,2022,134134.586,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,France,2023,128811.547,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2014,3796.823,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2015,3919.153,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2016,4165.671,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2017,4212.400,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2018,4155.102,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2019,4266.538,
ESTAT:TEN00124(1.0),16/12/24 23:00:00,Annual,Final consumption - energy use,Total,Thousand tonnes of oil equivalent,Georgia,2020,4188.821,
