,Entity,Code,year,heating,cooling
639,Malta,MLT,1989,491.21,455.52
640,Malta,MLT,1990,472.5,589.53
641,Malta,MLT,1991,624.62,513.78
642,Malta,MLT,1992,628.3,479.38
643,Malta,MLT,1993,638.4,542.32
644,Malta,MLT,1994,469.26,676.8
645,Malta,MLT,1995,497.49,601.42
646,Malta,MLT,1996,465.49,494.38
647,Malta,MLT,2005,713.46,475.39
648,Malta,MLT,2006,506.75,599.01
649,Malta,MLT,2007,367.07,617.71
650,Malta,MLT,2008,345.03,548.6
651,Malta,MLT,2009,534.05,575.55
652,Malta,MLT,2010,402.95,499.13
653,Malta,MLT,2011,549.19,534.56
654,Malta,MLT,2012,662.36,781.3
655,Malta,MLT,2013,460.65,629.65
656,Malta,MLT,2014,374.61,648.46
657,Malta,MLT,2015,543.9,685.34
658,Malta,MLT,2016,322.36,611.05
659,Malta,MLT,2017,534.15,673.11
660,Malta,MLT,2018,365.57,625.61
661,Malta,MLT,2019,515.23,756.22
662,Malta,MLT,2020,401.93,672.27
663,Malta,MLT,2021,465.87,793.36
664,Malta,MLT,2022,543.62,841.72
665,Malta,MLT,2023,392.62,750.93
666,Netherlands,NLD,1979,3451.02,0.0
667,Netherlands,NLD,1980,3229.78,0.23
668,Netherlands,NLD,1981,3146.36,0.8
669,Netherlands,NLD,1982,2949.3,6.62
670,Netherlands,NLD,1983,2972.53,7.68
671,Netherlands,NLD,1984,3168.23,0.4
672,Netherlands,NLD,1985,3416.11,0.28
673,Netherlands,NLD,1986,3330.68,0.6
674,Netherlands,NLD,1987,3381.93,0.52
675,Netherlands,NLD,1988,2772.12,0.08
676,Netherlands,NLD,1989,2620.05,4.25
677,Netherlands,NLD,1990,2582.06,9.79
678,Netherlands,NLD,1991,3022.8,6.99
679,Netherlands,NLD,1992,2718.02,5.84
680,Netherlands,NLD,1993,2967.41,0.15
681,Netherlands,NLD,1994,2745.25,33.61
682,Netherlands,NLD,1995,2822.84,18.72
683,Netherlands,NLD,1996,3452.64,6.17
684,Netherlands,NLD,2005,2650.18,5.82
685,Netherlands,NLD,2006,2566.51,25.54
686,Netherlands,NLD,2007,2424.77,3.44
687,Netherlands,NLD,2008,2697.32,3.25
688,Netherlands,NLD,2009,2727.14,6.11
689,Netherlands,NLD,2010,3311.71,16.45
690,Netherlands,NLD,2011,2516.57,5.44
691,Netherlands,NLD,2012,2817.13,8.84
692,Netherlands,NLD,2013,3012.96,11.74
693,Netherlands,NLD,2014,2282.08,8.66
694,Netherlands,NLD,2015,2625.49,15.42
695,Netherlands,NLD,2016,2679.86,13.07
696,Netherlands,NLD,2017,2538.98,5.41
697,Netherlands,NLD,2018,2528.64,30.91
698,Netherlands,NLD,2019,2514.41,39.67
699,Netherlands,NLD,2020,2386.53,40.09
700,Netherlands,NLD,2021,2722.19,4.08
701,Netherlands,NLD,2022,2395.8,18.14
702,Netherlands,NLD,2023,2318.86,10.86
703,Norway,NOR,1979,6158.48,0.0
704,Norway,NOR,1980,6055.25,0.0
705,Norway,NOR,1981,6250.65,0.0
706,Norway,NOR,1982,5733.9,0.18
707,Norway,NOR,1983,5686.23,0.0
708,Norway,NOR,1984,5649.46,0.0
709,Norway,NOR,1985,6272.72,0.0
710,Norway,NOR,1986,5977.18,0.02
711,Norway,NOR,1987,6144.35,0.0
712,Norway,NOR,1988,5721.45,0.16
713,Norway,NOR,1989,5292.45,0.02
714,Norway,NOR,1990,5196.17,0.01
715,Norway,NOR,1991,5504.97,0.02
716,Norway,NOR,1992,5485.84,0.03
717,Norway,NOR,1993,5795.22,0.0
718,Norway,NOR,1994,5807.65,0.09
719,Norway,NOR,1995,5763.87,0.01
720,Norway,NOR,1996,5956.0,0.0
721,Norway,NOR,2005,5365.38,0.06
722,Norway,NOR,2006,5228.95,0.0
723,Norway,NOR,2007,5404.05,0.05
724,Norway,NOR,2008,5450.1,0.0
725,Norway,NOR,2009,5527.4,0.16
726,Norway,NOR,2010,6205.66,0.0
727,Norway,NOR,2011,5198.77,0.04
728,Norway,NOR,2012,5783.7,0.0
729,Norway,NOR,2013,5492.84,0.0
730,Norway,NOR,2014,5136.42,0.57
731,Norway,NOR,2015,5264.25,0.0
732,Norway,NOR,2016,5371.01,0.0
733,Norway,NOR,2017,5513.51,0.0
734,Norway,NOR,2018,5420.27,1.28
735,Norway,NOR,2019,5509.44,0.89
736,Norway,NOR,2020,5088.94,0.13
737,Norway,NOR,2021,5539.23,0.05
738,Norway,NOR,2022,5294.82,0.31
739,Norway,NOR,2023,5586.96,0.0
740,Poland,POL,1979,3934.92,3.67
741,Poland,POL,1980,4169.29,0.04
742,Poland,POL,1981,3753.83,0.97
743,Poland,POL,1982,3545.68,3.94
744,Poland,POL,1983,3371.61,4.03
745,Poland,POL,1984,3723.89,4.01
746,Poland,POL,1985,4105.47,4.2
747,Poland,POL,1986,3874.13,6.01
748,Poland,POL,1987,4177.09,4.01
749,Poland,POL,1988,3572.6,6.35
750,Poland,POL,1989,3206.73,13.13
751,Poland,POL,1990,3192.33,0.94
752,Poland,POL,1991,3697.57,5.64
753,Poland,POL,1992,3518.67,32.31
754,Poland,POL,1993,3702.4,2.1
755,Poland,POL,1994,3458.68,45.3
756,Poland,POL,1995,3626.12,6.77
757,Poland,POL,1996,4151.88,1.57
758,Poland,POL,2005,3544.15,11.27
759,Poland,POL,2006,3462.59,32.87
760,Poland,POL,2007,3232.13,18.73
761,Poland,POL,2008,3174.47,3.86
762,Poland,POL,2009,3448.86,5.72
763,Poland,POL,2010,3923.03,48.11
764,Poland,POL,2011,3315.94,6.8
765,Poland,POL,2012,3551.16,29.53
766,Poland,POL,2013,3502.91,28.53
767,Poland,POL,2014,3094.64,22.12
768,Poland,POL,2015,3112.56,63.67
769,Poland,POL,2016,3286.01,16.9
770,Poland,POL,2017,3288.37,19.77
771,Poland,POL,2018,3123.43,29.74
772,Poland,POL,2019,2951.82,48.99
773,Poland,POL,2020,3005.65,11.17
774,Poland,POL,2021,3491.49,29.1
775,Poland,POL,2022,3200.38,40.65
776,Poland,POL,2023,2972.75,26.08
777,Portugal,PRT,1979,1471.97,144.09
778,Portugal,PRT,1980,1438.72,157.3
779,Portugal,PRT,1981,1261.29,227.92
780,Portugal,PRT,1982,1302.59,123.64
781,Portugal,PRT,1983,1319.07,119.97
782,Portugal,PRT,1984,1485.78,118.21
783,Portugal,PRT,1985,1395.19,177.3
784,Portugal,PRT,1986,1509.4,122.33
785,Portugal,PRT,1987,1236.86,244.0
786,Portugal,PRT,1988,1296.84,156.08
787,Portugal,PRT,1989,1145.07,242.89
788,Portugal,PRT,1990,1236.54,228.11
789,Portugal,PRT,1991,1464.02,285.6
790,Portugal,PRT,1992,1257.57,162.91
791,Portugal,PRT,1993,1399.62,171.91
792,Portugal,PRT,1994,1130.96,131.01
793,Portugal,PRT,1995,925.05,204.36
794,Portugal,PRT,1996,1231.36,157.43
795,Portugal,PRT,2005,1338.02,218.15
796,Portugal,PRT,2006,1189.3,255.23
797,Portugal,PRT,2007,1236.6,109.4
798,Portugal,PRT,2008,1267.83,93.9
799,Portugal,PRT,2009,1153.85,191.19
800,Portugal,PRT,2010,1298.28,263.11
801,Portugal,PRT,2011,1089.29,143.34
802,Portugal,PRT,2012,1347.73,168.07
803,Portugal,PRT,2013,1336.17,241.98
804,Portugal,PRT,2014,1138.56,98.32
805,Portugal,PRT,2015,1080.28,181.31
806,Portugal,PRT,2016,1233.04,278.6
807,Portugal,PRT,2017,1054.83,267.28
808,Portugal,PRT,2018,1307.33,234.32
809,Portugal,PRT,2019,1109.07,167.04
810,Portugal,PRT,2020,1010.1,266.44
811,Portugal,PRT,2021,1064.78,133.23
812,Portugal,PRT,2022,967.88,287.32
813,Portugal,PRT,2023,1046.75,234.99
814,Romania,ROU,1979,3147.02,26.4
815,Romania,ROU,1980,3560.73,26.08
816,Romania,ROU,1981,3261.99,34.75
817,Romania,ROU,1982,3253.76,20.85
818,Romania,ROU,1983,3097.83,26.68
819,Romania,ROU,1984,3281.43,17.14
820,Romania,ROU,1985,3634.9,43.35
821,Romania,ROU,1986,3267.63,50.28
822,Romania,ROU,1987,3535.44,90.82
823,Romania,ROU,1988,3308.43,83.52
824,Romania,ROU,1989,2916.96,47.01
825,Romania,ROU,1990,2876.32,42.64
826,Romania,ROU,1991,3343.45,34.09
827,Romania,ROU,1992,3190.37,96.45
828,Romania,ROU,1993,3362.06,62.52
829,Romania,ROU,1994,2842.33,92.96
830,Romania,ROU,1995,3225.86,39.64
831,Romania,ROU,1996,3471.01,61.5
832,Romania,ROU,2005,3248.31,45.24
833,Romania,ROU,2006,3164.93,79.02
834,Romania,ROU,2007,2837.51,166.02
835,Romania,ROU,2008,2871.73,95.5
836,Romania,ROU,2009,2850.3,74.94
837,Romania,ROU,2010,3056.91,131.82
838,Romania,ROU,2011,3174.1,78.94
839,Romania,ROU,2012,3089.55,209.43
840,Romania,ROU,2013,2865.71,90.49
841,Romania,ROU,2014,2730.97,62.82
842,Romania,ROU,2015,2787.05,165.79
843,Romania,ROU,2016,2920.43,108.2
844,Romania,ROU,2017,2918.88,130.9
845,Romania,ROU,2018,2748.49,84.67
846,Romania,ROU,2019,2568.23,123.62
847,Romania,ROU,2020,2665.22,96.33
848,Romania,ROU,2021,2993.6,137.94
849,Romania,ROU,2022,2751.22,145.61
850,Romania,ROU,2023,2506.53,153.75
851,Slovakia,SVK,1979,3494.14,7.62
852,Slovakia,SVK,1980,3945.9,2.38
853,Slovakia,SVK,1981,3531.06,11.04
854,Slovakia,SVK,1982,3453.38,6.26
855,Slovakia,SVK,1983,3309.55,16.47
856,Slovakia,SVK,1984,3576.03,5.52
857,Slovakia,SVK,1985,3851.72,10.22
858,Slovakia,SVK,1986,3634.4,16.37
859,Slovakia,SVK,1987,3780.36,17.88
860,Slovakia,SVK,1988,3477.1,25.53
861,Slovakia,SVK,1989,3248.53,13.07
862,Slovakia,SVK,1990,3260.97,7.93
863,Slovakia,SVK,1991,3656.04,15.56
864,Slovakia,SVK,1992,3418.1,55.08
865,Slovakia,SVK,1993,3503.01,18.18
866,Slovakia,SVK,1994,3164.14,66.48
867,Slovakia,SVK,1995,3476.43,11.67
868,Slovakia,SVK,1996,3768.25,5.4
869,Slovakia,SVK,2005,3542.9,20.2
870,Slovakia,SVK,2006,3383.84,38.82
871,Slovakia,SVK,2007,3098.0,54.98
872,Slovakia,SVK,2008,3044.68,15.54
873,Slovakia,SVK,2009,3182.56,23.14
874,Slovakia,SVK,2010,3491.35,45.76
875,Slovakia,SVK,2011,3244.11,33.44
876,Slovakia,SVK,2012,3296.36,80.87
877,Slovakia,SVK,2013,3237.52,61.66
878,Slovakia,SVK,2014,2713.17,19.9
879,Slovakia,SVK,2015,3058.95,117.67
880,Slovakia,SVK,2016,3176.37,27.08
881,Slovakia,SVK,2017,3289.94,59.87
882,Slovakia,SVK,2018,2923.83,53.06
883,Slovakia,SVK,2019,2899.05,65.09
884,Slovakia,SVK,2020,3048.53,19.92
885,Slovakia,SVK,2021,3382.63,62.28
886,Slovakia,SVK,2022,3042.68,67.77
887,Slovakia,SVK,2023,2841.65,46.44
888,Slovenia,SVN,1979,3199.34,6.02
889,Slovenia,SVN,1980,3517.72,5.81
890,Slovenia,SVN,1981,3216.79,6.55
891,Slovenia,SVN,1982,3097.91,8.02
892,Slovenia,SVN,1983,3123.67,33.46
893,Slovenia,SVN,1984,3303.84,6.68
894,Slovenia,SVN,1985,3402.73,14.09
895,Slovenia,SVN,1986,3364.52,12.53
896,Slovenia,SVN,1987,3369.15,17.9
897,Slovenia,SVN,1988,3053.55,31.88
898,Slovenia,SVN,1989,2939.76,7.85
899,Slovenia,SVN,1990,2892.68,7.25
900,Slovenia,SVN,1991,3349.87,19.03
901,Slovenia,SVN,1992,2932.42,56.48
902,Slovenia,SVN,1993,3085.84,22.87
903,Slovenia,SVN,1994,2771.52,50.14
904,Slovenia,SVN,1995,3118.92,14.54
905,Slovenia,SVN,1996,3429.66,8.56
906,Slovenia,SVN,2005,3192.52,22.82
907,Slovenia,SVN,2006,2978.51,52.38
908,Slovenia,SVN,2007,2685.84,37.69
909,Slovenia,SVN,2008,2793.77,25.73
910,Slovenia,SVN,2009,2795.7,23.4
911,Slovenia,SVN,2010,3136.59,45.28
912,Slovenia,SVN,2011,2826.88,43.98
913,Slovenia,SVN,2012,2836.51,79.05
914,Slovenia,SVN,2013,2870.67,87.05
915,Slovenia,SVN,2014,2345.72,11.78
916,Slovenia,SVN,2015,2703.06,106.05
917,Slovenia,SVN,2016,2759.75,32.16
918,Slovenia,SVN,2017,2834.88,88.28
919,Slovenia,SVN,2018,2579.61,53.03
920,Slovenia,SVN,2019,2600.72,72.66
921,Slovenia,SVN,2020,2693.0,29.66
922,Slovenia,SVN,2021,2985.84,63.82
923,Slovenia,SVN,2022,2643.91,81.16
924,Slovenia,SVN,2023,2489.96,66.86
925,Spain,ESP,1979,2024.88,130.13
926,Spain,ESP,1980,2126.09,147.8
927,Spain,ESP,1981,1877.28,149.91
928,Spain,ESP,1982,1892.66,149.65
929,Spain,ESP,1983,1908.1,139.22
930,Spain,ESP,1984,2165.11,115.75
931,Spain,ESP,1985,2006.85,178.76
932,Spain,ESP,1986,2057.92,146.7
933,Spain,ESP,1987,1854.14,191.5
934,Spain,ESP,1988,1873.69,165.83
935,Spain,ESP,1989,1674.17,215.79
936,Spain,ESP,1990,1797.76,205.34
937,Spain,ESP,1991,2103.43,252.33
938,Spain,ESP,1992,1977.46,176.14
939,Spain,ESP,1993,2076.01,155.67
940,Spain,ESP,1994,1751.11,232.62
941,Spain,ESP,1995,1552.85,185.67
942,Spain,ESP,1996,1833.66,136.11
943,Spain,ESP,2005,1962.13,233.51
944,Spain,ESP,2006,1684.49,256.82
945,Spain,ESP,2007,1829.89,153.02
946,Spain,ESP,2008,1864.97,178.91
947,Spain,ESP,2009,1720.56,258.35
948,Spain,ESP,2010,1953.46,246.35
949,Spain,ESP,2011,1572.46,217.62
950,Spain,ESP,2012,1873.15,263.33
951,Spain,ESP,2013,1921.25,210.52
952,Spain,ESP,2014,1554.36,178.24
953,Spain,ESP,2015,1610.6,286.97
954,Spain,ESP,2016,1724.77,281.51
955,Spain,ESP,2017,1606.48,310.38
956,Spain,ESP,2018,1796.63,239.51
957,Spain,ESP,2019,1670.72,247.65
958,Spain,ESP,2020,1554.52,280.24
959,Spain,ESP,2021,1663.07,238.71
960,Spain,ESP,2022,1478.27,383.95
961,Spain,ESP,2023,1481.64,338.23
962,Sweden,SWE,1979,5875.27,0.06
963,Sweden,SWE,1980,5934.76,0.01
964,Sweden,SWE,1981,5961.21,0.0
965,Sweden,SWE,1982,5480.28,0.15
966,Sweden,SWE,1983,5374.2,0.56
967,Sweden,SWE,1984,5385.53,0.0
968,Sweden,SWE,1985,6266.57,0.0
969,Sweden,SWE,1986,5732.65,0.02
970,Sweden,SWE,1987,6067.09,0.0
971,Sweden,SWE,1988,5452.93,0.22
972,Sweden,SWE,1989,4945.69,0.16
973,Sweden,SWE,1990,4893.23,0.0
974,Sweden,SWE,1991,5276.25,0.23
975,Sweden,SWE,1992,5136.6,0.15
976,Sweden,SWE,1993,5452.62,0.01
977,Sweden,SWE,1994,5495.59,3.04
978,Sweden,SWE,1995,5464.56,0.01
979,Sweden,SWE,1996,5699.17,0.0
980,Sweden,SWE,2005,5085.06,0.07
981,Sweden,SWE,2006,4985.68,0.1
982,Sweden,SWE,2007,5069.6,0.01
983,Sweden,SWE,2008,5074.88,0.02
984,Sweden,SWE,2009,5294.04,0.03
985,Sweden,SWE,2010,5986.18,1.45
986,Sweden,SWE,2011,4895.71,0.02
987,Sweden,SWE,2012,5471.41,0.01
988,Sweden,SWE,2013,5155.24,0.03
989,Sweden,SWE,2014,4850.03,1.35
990,Sweden,SWE,2015,4875.48,0.13
991,Sweden,SWE,2016,5092.48,0.03
992,Sweden,SWE,2017,5181.13,0.0
993,Sweden,SWE,2018,5122.22,4.9
994,Sweden,SWE,2019,5119.61,0.98
995,Sweden,SWE,2020,4592.22,0.08
996,Sweden,SWE,2021,5201.47,0.99
997,Sweden,SWE,2022,4919.42,1.57
998,Sweden,SWE,2023,5180.32,0.02
